project_code,snapshot_month,sector_name,line_ministry,original_cost_crore,expenditure_crore,days_to_original_deadline,original_deadline_passed,expenditure_to_original_cost_pct,will_schedule_slip_next_3_months
400291,2025-07,Railways,Ministry of Railways,1589,1541.7,-1948.0,1,97.0232850849591,0
400298,2025-07,Railways,Ministry of Railways,2312,2179.0,669.0,0,94.24740484429066,0
400299,2025-07,Metals & Mining,Ministry of Mines,1381,650.04,-122.0,1,47.07023895727733,0
400301,2025-07,Energy Storage,Ministry of Petroleum & Natural Gas,678,675.25,-3078.0,1,99.59439528023599,1
400312,2025-07,Coal,Ministry of Coal,1210,514.93,1339.0,0,42.55619834710743,0
400313,2025-07,Coal,Ministry of Coal,2662,787.75,-2181.0,1,29.592411720510892,0
400315,2025-07,Coal,Ministry of Coal,5366,571.02,1339.0,0,10.641446142377935,0
400321,2025-07,Coal,Ministry of Coal,1730,772.91,-122.0,1,44.67687861271676,0
400352,2025-07,Coal,Ministry of Coal,765,145.81,2069.0,0,19.060130718954248,0
400353,2025-07,Coal,Ministry of Coal,711,80.33,974.0,0,11.29817158931083,0
400354,2025-07,Coal,Ministry of Coal,5241,2675.0,1339.0,0,51.03987788589964,0
400369,2025-07,Coal,Ministry of Coal,836,778.77,-487.0,1,93.15430622009569,0
400392,2025-07,Coal,Ministry of Coal,2839,1748.9,1339.0,0,61.602676998943295,0
400416,2025-07,Railways,Ministry of Coal,1800,1293.71,-31.0,1,71.87277777777777,1
400424,2025-07,Coal,Ministry of Coal,11816,5328.96,-853.0,1,45.09952606635071,0
400425,2025-07,Coal,Ministry of Coal,1230,624.17,-2314.0,1,50.74552845528455,0
400426,2025-07,Metals & Mining,Ministry of Mines,1856,924.98,-1918.0,1,49.83728448275862,0
602096,2025-07,Electricity Generation,Ministry of Power,6285,24685.1,-5440.0,1,392.7621320604614,0
602098,2025-07,Education,Department of Higher Education,425,484.52,-762.0,1,114.00470588235294,1
602099,2025-07,Education,Department of Higher Education,393,320.75,-639.0,1,81.61577608142494,0
602181,2025-07,Electricity Generation,Ministry of Power,5748,4495.28,-511.0,1,78.20598469032707,0
602182,2025-07,Electricity Generation,Ministry of Power,31876,3436.38,2401.0,0,10.780461789434058,0
602184,2025-07,Electricity Generation,Ministry of Power,1382,1266.0,-2131.0,1,91.60636758321273,0
602185,2025-07,Electricity Generation,Ministry of Power,2978,7123.58,-4505.0,1,239.2068502350571,0
602193,2025-07,Electricity Generation,Ministry of Power,4826,7939.82,-1141.0,1,164.52175714877745,1
602194,2025-07,Electricity Generation,Ministry of Power,11089,12429.0,-545.0,1,112.08404725403554,1
602195,2025-07,Electricity Generation,Ministry of Power,3860,4828.89,-959.0,1,125.10077720207255,0
602223,2025-07,Transmission & Distribution,Ministry of Power,4754,7321.07,-2416.0,1,153.99810685738325,0
602525,2025-07,Electricity Generation,Ministry of Power,8112,6916.1,-1921.0,1,85.25764299802762,1
602532,2025-07,Electricity Generation,Ministry of Power,4288,3055.87,-693.0,1,71.265625,1
602535,2025-07,Electricity Generation,Ministry of Power,5282,1009.79,194.0,0,19.11756910261265,0
602538,2025-07,Electricity Generation,Ministry of Power,1037,1085.39,-556.0,1,104.66634522661525,0
602579,2025-07,Electricity Generation,Ministry of Power,10439,11971.0,-570.0,1,114.67573522368042,1
602582,2025-07,Electricity Generation,Ministry of Power,688,908.65,97.0,0,132.07122093023256,0
602593,2025-07,Electricity Generation,Ministry of Power,1811,1742.92,172.0,0,96.24075096631695,1
602633,2025-07,Electricity Generation,Ministry of Power,2615,495.57,608.0,0,18.951051625239003,0
602792,2025-07,Railways,Ministry of Railways,1171,848.0,-153.0,1,72.41673783091375,1
602797,2025-07,Railways,Ministry of Railways,462,178.45,608.0,0,38.625541125541126,0
602961,2025-07,Electricity Generation,Ministry of Power,11844,3975.0,669.0,0,33.5612968591692,0
603293,2025-07,Coal,Ministry of Power,502,302.2,11476.0,0,60.199203187250994,0
603945,2025-07,Water Resources,"Department of Water Resources, River Development & GR",567,2629.74,-2039.0,1,463.79894179894177,1
604791,2025-07,Oil & Gas,Ministry of Petroleum & Natural Gas,12366,16502.4,-369.0,1,133.44978165938866,0
604792,2025-07,Oil & Gas,Ministry of Petroleum & Natural Gas,1750,4650.0,-1400.0,1,265.7142857142857,1
604795,2025-07,Oil & Gas,Ministry of Petroleum & Natural Gas,31580,1342.27,-59.0,1,4.250379987333756,0
604833,2025-07,Energy Storage,Ministry of Petroleum & Natural Gas,281,227.54,-61.0,1,80.97508896797153,0
604852,2025-07,Energy Storage,Ministry of Petroleum & Natural Gas,980,236.22,487.0,0,24.10408163265306,0
604853,2025-07,Oil & Gas,Ministry of Petroleum & Natural Gas,2282,1800.61,-943.0,1,78.90490797546012,1
604859,2025-07,Oil & Gas,Ministry of Petroleum & Natural Gas,13805,8250.46,-547.0,1,59.76428830134009,0
604863,2025-07,Oil & Gas,Ministry of Petroleum & Natural Gas,683,488.37,-1979.0,1,71.50366032210835,0
605155,2025-07,Electricity Generation,Ministry of Power,4526,1078.61,467.0,0,23.831418471056118,1
605156,2025-07,Electricity Generation,Ministry of Power,938,1554.15,-428.0,1,165.68763326226014,0
605292,2025-07,Education,Department of Higher Education,348,290.39,-762.0,1,83.44540229885057,0
606013,2025-07,Education,Department of Higher Education,499,425.47,-365.0,1,85.26452905811624,0
606112,2025-07,Education,Department of Higher Education,154,288.87,-631.0,1,187.57792207792207,1
606431,2025-07,Education,Department of Higher Education,1006,615.95,-1150.0,1,61.22763419483101,0
606479,2025-07,Education,Department of Higher Education,246,185.83,-1035.0,1,75.54065040650407,0
606781,2025-07,Transmission & Distribution,Ministry of Power,289,202.1,-212.0,1,69.93079584775086,1
